show_id,type,title,director,cast,country,date_added,release_year,rating,duration
4657,Movie,Strong Island,Yance Ford,,"United States, Denmark","September 15, 2017",2017,TV-MA,108 min
7714,Movie,Stronger Than the World,Afonso Poyart,"José Loreto, Cleo Pires, Milhem Cortaz, Jackson Antunes, Claudia Ohana, Rômulo Arantes Neto, Paloma Bernardi, Thaila Ayala, Rafinha Bastos, Felipe Titto",Brazil,"February 11, 2017",2016,NR,123 min
6551,TV Show,Strongest Deliveryman,,"Ko Kyung-pyo, Chae Soo-bin, Kim Seon-ho, Go Won-hee",South Korea,"November 23, 2020",2017,TV-MA,1 Season
3070,TV Show,Strongland,,,,"January 18, 2019",2018,TV-PG,1 Season
6526,Movie,Struggle: The Life and Lost Art of Szukalski,Irek Dobrowolski,,"Poland, United States","December 21, 2018",2018,TV-MA,105 min
5451,Movie,Stuart Little,Rob Minkoff,"Michael J. Fox, Jonathan Lipnicki, Geena Davis, Hugh Laurie, Nathan Lane","Germany, United States","January 1, 2020",1999,PG,85 min
1811,Movie,Stuart Little 2,Rob Minkoff,"Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki, Nathan Lane, Melanie Griffith, James Woods, Steve Zahn",United States,"January 1, 2020",2002,PG,78 min
4131,Movie,Stuck Apart,,"Engin Günaydın, Haluk Bilginer, Binnur Kaya, Öner Erkan, İrem Sak, Fatih Artman, Gülçin Santırcıoğlu, İlker Aksum, Hülya Duyar, Göktuğ Yıldırım, Helin Kandemir",Turkey,"January 8, 2021",2021,TV-MA,97 min
4099,Movie,Studio 54,Matt Tyrnauer,,United States,"February 16, 2019",2018,TV-MA,99 min
4354,Movie,Stunt School,Ali Yorgancıoğlu,"Aslı İnandık, Toygan Avanoğlu, Tuna Orhan, Caner Özyurtlu, Melis İşiten, Aslı Turanlı, Ahmet Olgun Sünear, Seda Türkmen, Ayten Uncuoğlu",Turkey,"April 16, 2020",2019,TV-G,95 min
7034,TV Show,Stunt Science,,,United Kingdom,"October 15, 2018",2018,TV-MA,1 Season
4183,Movie,Sturgill Simpson Presents Sound & Fury,"Jumpei Mizusaki, Koji Morimoto, Michael Arias, Masaru Matsumoto, Arthell Isom, Henry Thurlow, Takanobu Mizuno, Elsa Nakamichi, Hajime Sasaki, Shinji Takagi",,United States,"September 27, 2019",2019,TV-MA,42 min
2433,TV Show,Styling Hollywood,,"Jason Bolden, Adair Curtis",,"August 30, 2019",2019,TV-14,1 Season
5538,Movie,Submission,J.M. Berrios,"Scott Pryor, Darrin Dewitt Henson, Eric Roberts, Kevin Sizemore, Lorynn York, John Gray, Sara McMann, Ovince Saint Preux",United States,"November 11, 2019",2019,TV-MA,95 min
3017,Movie,Suburra,Stefano Sollima,"Pierfrancesco Favino, Elio Germano, Claudio Amendola, Alessandro Borghi, Greta Scarano, Giulia Gorietti, Jean-Hugues Anglade, Antonello Fassari, Lidia Vitale","Italy, France","October 14, 2015",2015,NR,135 min
3061,TV Show,Suburra: Blood on Rome,,"Alessandro Borghi, Giacomo Ferrara, Eduardo Valdarnini, Francesco Acquaroli, Filippo Nigro, Claudia Gerini, Adamo Dionisi, Barbara Chichiarelli, Federico Tocci, Gerasimos Skiadaresis, Elisabetta De Palo, Carlotta Antonelli, Renato Marchetti, Paola Sotgiu",Italy,"October 30, 2020",2020,TV-MA,3 Seasons
1363,Movie,Suckseed,Chayanop Boonprakob,"Jirayu La-ongmanee, Pachara Chirathivat, Nattasha Nauljam, Thawat Pornrattanaprasert",Thailand,"September 5, 2018",2011,TV-MA,130 min
1889,Movie,Sudani from Nigeria,Zakariya,"Soubin Shahir, Samuel Abiola Robinson, Savithri Sredharan, Aneesh Menon",India,"August 1, 2018",2018,TV-14,115 min
5045,TV Show,Sudden,,"Rui En, Romeo Tan, Rebecca Lim, Zhang Zhenhuan",Singapore,"October 1, 2017",2013,TV-14,1 Season
840,Movie,Suffragette,Sarah Gavron,"Carey Mulligan, Helena Bonham Carter, Brendan Gleeson, Anne-Marie Duff, Ben Whishaw, Romola Garai, Meryl Streep, Finbar Lynch, Natalie Press, Samuel West, Geoff Bell, Amanda Lawrence, Shelley Longworth","United Kingdom, France","November 16, 2019",2015,PG-13,107 min
1886,Movie,Sugar High,Ariel Boles,Hunter March,United States,"July 31, 2020",2020,TV-G,44 min
4550,TV Show,Sugar Rush,,"Candace Nelson, Adriano Zumbo, Hunter March",United States,"July 31, 2020",2020,TV-PG,3 Seasons
4792,TV Show,Sugar Rush Christmas,,"Hunter March, Candace Nelson, Adriano Zumbo",United States,"November 27, 2020",2020,TV-14,2 Seasons
6738,Movie,Suicide (Hitabdut),Benny Fredman,"Mali Levi, Rotem Keinan, Dror Keren, Igal Naor",Israel,"July 1, 2016",2014,TV-MA,114 min
4624,Movie,Suite Française,Saul Dibb,"Michelle Williams, Matthias Schoenaerts, Kristin Scott Thomas, Sam Riley, Ruth Wilson, Tom Schilling, Harriet Walter, Alexandra Maria Lara, Margot Robbie, Lambert Wilson","United Kingdom, France, Canada, Belgium, United States","June 5, 2017",2014,TV-MA,107 min
1140,TV Show,Suits,,"Jang Dong-gun, Park Hyung-sik, Jin Hee-kyung, Chae Jung-an, Ko Sung-hee, Choi Guy-hwa, Kim Young-ho, Lee Sang-yi",South Korea,"December 1, 2019",2018,TV-MA,1 Season
718,Movie,Summer Night,Joseph Cross,"Ellar Coltrane, Callan McAuliffe, Ian Nelson, Lana Condor, Analeigh Tipton, Melina Vidler, Bill Milner, Justin Chatwin, Ella Hunt, Elena Kampouris, Victoria Justice, Khris Davis, Hayden Szeto",United States,"March 19, 2020",2019,TV-MA,93 min
4144,Movie,Summer of '92,Kasper Barfoed,"Ulrich Thomsen, Henning Jensen, Mikkel Boe Følsgaard, Cyron Melville, Esben Smed Jensen, Gustav Dyekjaer Giese, Jon Lange, Allan Hyde, Johannes Lassen, Morten Vang Simonsen","Denmark, United Kingdom, Sweden","July 10, 2016",2015,TV-MA,94 min
4956,TV Show,Summertime,,"Coco Rebecca Edogamhe, Ludovico Tersigni, Amanda Campana, Andrea Lattanzi, Giovanni Maini, Alicia Ann Edogamhe, Thony",Italy,"April 29, 2020",2020,TV-MA,1 Season
7050,Movie,Sun Dogs,Jennifer Morrison,"Michael Angarano, Melissa Benoist, Xzibit, Allison Janney, Ed O'Neill, J.R. Ramirez, Eric Christian Olsen, Niko Nicotera, Nicholas Massouh, Alexander Wraith, Fernando Chien, Tom Berninger","Mexico, United States","April 6, 2018",2017,TV-MA,94 min
587,Movie,Sunday's Illness,Ramón Salazar,"Bárbara Lennie, Susi Sánchez, Miguel Ángel Solá, Richard Bohringer",Spain,"June 15, 2018",2017,PG-13,113 min
6427,TV Show,Sunderland 'Til I Die,,,United Kingdom,"April 1, 2020",2020,TV-MA,2 Seasons
5860,Movie,SunGanges,Valli Bindana,Naseeruddin Shah,"India, United States","November 15, 2019",2018,TV-14,74 min
6867,TV Show,Sunny Bunnies,,"Svetlana Tsimokhina, Dmitri Davidovich",Belarus,"July 15, 2020",2016,TV-Y,2 Seasons
709,Movie,Sunrise,Partho Sen-Gupta,"Adil Hussain, Tannishtha Chatterjee, Gulnaaz Ansari, Komal Gupta, Esha Amlani, Ashalata Wabgaonkar, Hridaynath Jadhav, Chinmay Kambli, Nandini Bora, Komal Gawade","India, France","March 15, 2017",2014,TV-MA,85 min
5047,TV Show,Super Bheem,,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadhwaj, Rajesh Kawa",India,"June 28, 2019",2019,TV-Y,1 Season
5781,Movie,Super Bheem Bana Vajraveer,Sumit Das,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadhwaj, Rajesh Kawa",India,"June 18, 2019",2018,TV-Y7,63 min
156,Movie,Super Dark Times,Kevin Phillips,"Owen Campbell, Charlie Tahan, Elizabeth Cappuccino, Max Talisman, Amy Hargreaves, Sawyer Barth, Adea Lennox, Ethan Botwick",United States,"January 1, 2018",2017,TV-MA,104 min
1705,Movie,Super Deluxe,Thiagarajan Kumararaja,"Vijay Sethupathi, Fahadh Faasil, Samantha Ruth Prabhu, Ramya Krishnan, Mysskin, Gayathrie, Ashwanth Ashok Kumar, Bagavathi Perumal",India,"June 29, 2019",2019,TV-MA,176 min
296,TV Show,Super Drags,,"Fernando Mendonça, Sérgio Cantú, Wagner Follare, Pabllo Vittar, Silvetty Montilla, Rapha Vélez, Sylvia Salustti, Guilherme Briggs",Brazil,"November 9, 2018",2018,TV-MA,1 Season
2546,TV Show,Super Monsters,,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Ian James Corlett, Britt McKillip, Kathleen Barr, Diana Kaarina",,"October 4, 2019",2019,TV-Y,3 Seasons
2502,Movie,Super Monsters and the Wish Star,Jacob Joice,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr, Gigi Saul Guerrero",,"December 7, 2018",2018,TV-Y,28 min
2278,Movie,Super Monsters Back to School,,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Gigi Saul Guerrero, Ian James Corlett, Britt McKillip, Kathleen Barr",Canada,"August 16, 2019",2019,TV-Y,24 min
6030,Movie,Super Monsters Furever Friends,,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip",,"April 16, 2019",2019,TV-Y,59 min
6104,TV Show,Super Monsters Monster Party,,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Ian James Corlett, Britt McKillip, Kathleen Barr, Diana Kaarina",,"September 14, 2018",2018,TV-Y,1 Season
4760,TV Show,Super Monsters Monster Pets,,"Erin Mathews, Kathleen Barr, Chiara Zanni, Rebecca Shoichet, Sabrina Pitre, Ingrid Nilson, Alessandro Juliani, Elyse Maloway, Vincent Tong",United States,"June 7, 2019",2019,TV-Y,1 Season
7097,Movie,Super Monsters Save Christmas,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr, Gigi Saul Guerrero, Brian Drummond",United States,"November 26, 2019",2019,TV-Y,24 min
6790,Movie,Super Monsters Save Halloween,,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr",,"October 5, 2018",2018,TV-Y,25 min
4498,Movie,Super Monsters: Dia de los Monsters,,,Canada,"October 9, 2020",2020,TV-Y,25 min
7005,Movie,Super Monsters: Santa’s Super Monster Helpers,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Gigi Saul Guerrero, Rukiya Bernard, Asia Mattu, Elicia MacKenzie",,"December 8, 2020",2020,TV-Y,24 min
6220,Movie,Super Monsters: The New Class,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Gigi Saul Guerrero, Asia Mattu, Rukiya Bernard, Elicia MacKenzie, Ian James Corlett, Britt McKillip",Canada,"August 1, 2020",2020,TV-Y,25 min
2602,Movie,Super Monsters: Vida's First Halloween,"Jacob Joice, Steve Ball","Gigi Saul Guerrero, Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr",United States,"October 4, 2019",2019,TV-Y,24 min
5334,Movie,Super Nani,Indra Kumar,"Rekha, Randhir Kapoor, Sharman Joshi, Anupam Kher, Shweta Kumar, Varsha Usgaonkar, Rajesh Kumar, Shreya Narayan",India,"March 1, 2018",2014,TV-PG,127 min
4357,TV Show,Super Wings,,"Luca Padovan, Evan Smolin, Junah Jang, Colin Critchley","United States, South Korea, China","December 1, 2020",2020,TV-Y,3 Seasons
601,Movie,Superbad,Greg Mottola,"Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader, Seth Rogen, Martha MacIsaac, Emma Stone, Aviva Baumann, Joe Lo Truglio, Kevin Corrigan",United States,"January 1, 2021",2007,R,113 min
7641,Movie,Superfly,Gordon Parks,"Ron O'Neal, Carl Lee, Sheila Frazier, Julius Harris, Charles McGregor, Nate Adams, Polly Niles, Yvonne Delaine",United States,"November 1, 2019",1972,R,91 min
431,TV Show,Supergirl,Jesse Warn,"Melissa Benoist, Mehcad Brooks, Chyler Leigh, Jeremy Jordan, David Harewood, Calista Flockhart, Emma Tremblay, Adrian Pasdar, Katie McGrath, David St. Louis, Odette Annable, Floriana Lima, Erica Durance",United States,"may 25, 2020",2019,TV-14,5 Seasons
1215,Movie,Superlopez,Javier Ruiz Caldera,"Dani Rovira, Alexandra Jiménez, Julián López, Maribel Verdú, Pedro Casablanc, Gracia Olayo, Ferran Rañé, Gonzalo de Castro, Mireia Portas",Spain,"March 24, 2019",2018,TV-MA,108 min
224,Movie,Superman Returns,Bryan Singer,"Brandon Routh, Kate Bosworth, Kevin Spacey, James Marsden, Parker Posey, Frank Langella, Sam Huntington, Eva Marie Saint, Marlon Brando, Kal Penn",United States,"October 1, 2019",2006,PG-13,154 min
2845,TV Show,Supermarket Sweep,,,United States,"July 2, 2020",1993,TV-G,1 Season
2985,TV Show,Supernatural,Phil Sgriccia,"Jared Padalecki, Jensen Ackles, Mark Sheppard, Misha Collins, Jim Beaver, Andrea Menard, Samantha Smith, Mark Pellegrino, Alexander Calvert","United States, Canada","June 5, 2020",2019,TV-14,15 Seasons
1229,TV Show,SuperNature: Wild Flyers,,,United Kingdom,"March 1, 2017",2016,TV-PG,1 Season
841,Movie,Superstar,Bruce McCulloch,"Molly Shannon, Will Ferrell, Elaine Hendrix, Harland Williams, Mark McKinney, Glynis Johns, Jason Blicker, Gerry Bamman, Emmy Laybourne, Jennifer Irwin, Tom Green",United States,"November 20, 2019",1999,PG-13,82 min
2445,Movie,Sur Sapata,Mangesh Kanthale,"Upendra Limaye, Govind Namdeo, Sanjay Jadhav, Anand Ingale, Bharat Ganeshpure, Praveen Tarde, Chinmay Patwardhan, Jivan Karlakar",India,"may 1, 2019",2019,TV-14,140 min
2073,Movie,Sur: The Melody of Life,Tanuja Chandra,"Lucky Ali, Simone Singh, Achint Kaur, Ehsan Khan, Harsh Vasisht, Yashodhan Bal, Gauri Karnik, Divya Dutta",India,"February 15, 2019",2002,TV-14,137 min
1046,Movie,Surat Dari Praha,Angga Dwimas Sasongko,"Tio Pakusadewo, Julie Estelle, Widyawati, Rio Dewanto, Chicco Jerikho, Jajang C. Noer, Shafira Umm",Indonesia,"October 9, 2018",2016,TV-14,98 min
5484,Movie,Surf's Up,"Ash Brannon, Chris Buck","Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder, James Woods, Diedrich Bader, Mario Cantone, Kelly Slater, Rob Machado, Sal Masekela",United States,"January 1, 2021",2007,PG,86 min
420,Movie,Surga Yang Tak Dirindukan,Kuntz Agus,"Fedi Nuril, Laudya Cynthia Bella, Raline Shah, Sandrinna Michelle, Kemal Pahlevi, Tanta Ginting, Zaskia Adya Mecca, Landung Simatupang, Ray Sitoresmi, Vitta Mariana Barrazza",Indonesia,"January 28, 2019",2015,TV-14,121 min
6846,Movie,Surga Yang Tak Dirindukan 2,"Hanung Bramantyo, Meisa Felaroze","Fedi Nuril, Raline Shah, Laudya Cynthia Bella, Reza Rahadian, Nora Danish",Indonesia,"January 28, 2019",2017,TV-14,119 min
3762,TV Show,Surviving Death,,,United States,"January 6, 2021",2021,TV-MA,1 Season
5237,TV Show,Surviving Escobar - Alias JJ,,"Juan Pablo Urrego, Amparo Grisales, Nicole Santamaría, Elkin Díaz, Francisco Javier Rueda, Ramsés Ramos, Lina Marcela Castrillón, Toto Vega, Camilo Sáenz, Mijail Mulkay, Natasha Klauss, Nelson Camayo",,"August 1, 2017",2017,TV-MA,1 Season
1619,TV Show,Surviving R. Kelly,,R. Kelly,United States,"September 15, 2019",2019,TV-MA,1 Season
6313,TV Show,Surviving R. Kelly Part II: The Reckoning,,R. Kelly,United States,"April 13, 2020",2020,TV-MA,1 Season
6641,Movie,Surviving R. Kelly: The Impact,,R. Kelly,United States,"April 13, 2020",2019,TV-14,85 min
6172,TV Show,Survivor,,"Jeff Probst, Jerri Manthey, Colby Donaldson, Rupert Boneham, Parvati Shallow, Rob Mariano, Amanda Kimmel, James Clement, Amber Brkich, Alicia Calaway, Ethan Zohn, Tina Wesson",United States,"November 15, 2020",2014,TV-14,2 Seasons
1790,Movie,Survivors Guide to Prison,Matthew Cooke,Susan Sarandon,United States,"may 24, 2018",2017,TV-MA,103 min
4087,Movie,Susanne Bartsch: On Top,"Anthony Caronna, Alexander Smith",Susanne Bartsch,United States,"December 10, 2018",2017,TV-MA,86 min
5222,Movie,Sustainable,Matt Wechsler,,United States,"March 1, 2017",2016,TV-G,92 min
2603,Movie,Suzzanna: Buried Alive,"Rocky Soraya, Anggy Umbara","Luna Maya, Herjunot Ali, Teuku Rifnu Wikana, Verdi Solaiman, Alex Abbad",Indonesia,"April 3, 2019",2018,TV-MA,126 min
5003,Movie,Svaha: The Sixth Finger,Jang Jae-hyun,"Lee Jung-jae, Park Jung-min, Lee Jae-in, Yoo Ji-tae, Jung Jin-young, Lee Da-wit, Jin Seon-kyu, Ji Seung-hyeon, Min Tanaka",South Korea,"may 30, 2019",2019,TV-MA,123 min
3859,Movie,Swades,Ashutosh Gowariker,"Shah Rukh Khan, Gayatri Joshi, Kishori Balal, Smith Seth, Lekh Tandon, Rajesh Vivek, Daya Shankar Pandey, Farrukh Jaffar",India,"March 1, 2018",2004,TV-PG,185 min
4128,Movie,Swami,Basu Chatterjee,"Shabana Azmi, Girish Karnad, Vikram, Dheeraj Kumar, Shashikala, Utpal Dutt, Preeti Ganguli, Sudha Shivpuri",India,"December 31, 2019",1977,TV-PG,123 min
1507,TV Show,Swami Baba Ramdev: The Untold Story,,"Naman Jain, Kranti Prakash Jha, Tej Sapru, Chetan Pandit, Hitesh Bhardwaj, Sadhil Kapoor",,"may 1, 2018",2018,TV-14,1 Season
1989,Movie,Swearnet Live,"Mike Smith, John Paul Tremblay, Robb Wells","Mike Smith, John Paul Tremblay, Robb Wells, John Dunsworth, Pat Roach, Leigh MacInnis, Luke Gordon",Canada,"March 1, 2018",2014,TV-MA,75 min
7519,Movie,Swearnet: The Movie,Warren P. Sonoda,"Mike Smith, John Paul Tremblay, Robb Wells, Patrick Roach, Mishael Morgan, Sarah Jurgens, Shannon Leroux, Dana Woods, Howard Jerome, Tom Green",Canada,"September 24, 2017",2014,NC-17,112 min
5957,Movie,Sweeney Todd: The Demon Barber of Fleet Street,Tim Burton,"Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall, Sacha Baron Cohen, Jamie Campbell Bower, Laura Michelle Kelly, Jayne Wisener, Ed Sanders","United States, United Kingdom","January 1, 2020",2007,R,116 min
6071,TV Show,Sweet Magnolias,,"JoAnna Garcia Swisher, Brooke Elliott, Heather Headley, Chris Klein, Justin Bruening, Logan Allen, Anneliese Judge, Carson Rowland, Jamie Lynn Spears, Dion Johnstone",United States,"may 19, 2020",2020,TV-14,1 Season
6857,Movie,Sweet Virginia,Jamie M. Dagg,"Jon Bernthal, Christopher Abbott, Imogen Poots, Rosemarie DeWitt, Odessa Young, Joseph Lyle Taylor, Jonathan Tucker, Garry Chalk, Jared Abrahamson, Gabrielle Rose","United States, Canada","December 1, 2019",2017,R,93 min
1938,Movie,Sweetheart,J.D. Dillard,"Kiersey Clemons, Emory Cohen, Hanna Mangan Lawrence, Andrew Crawford, Benedict Samuel",United States,"December 25, 2019",2019,PG-13,83 min
4561,Movie,Swiped,Ann Deborah Fishman,"Kendall Ryan Sanders, Noah Centineo, Nathan Gamble, Kristen Johnston, Leigh-Allyn Baker, Christian Hutcherson, Shelby Wulfert, Steve Daron, Kalani Hilliker, Maddy Curley, George Hamilton",United States,"July 1, 2019",2018,TV-14,94 min
4478,Movie,Swiss Army Man,"Dan Kwan, Daniel Scheinert","Paul Dano, Daniel Radcliffe, Mary Elizabeth Winstead, Antonia Ribero, Timothy Eulich, Richard Gross, Marika Casteel, Andy Hull, Aaron Marshall, Shane Carruth","United States, Sweden","January 30, 2019",2016,R,97 min
6217,TV Show,Switched,,"Daiki Shigeoka, Tomohiro Kamiyama, Kaya Kiyohara, Miu Tomita, Reika Kirishima, Shinji Rokkaku, Miu Suzuki, Riko Hisada, Megumi Seki, Shoko Nakajima",Japan,"August 1, 2018",2018,TV-MA,1 Season
1393,TV Show,Sword Art Online,,"Yoshitsugu Matsuoka, Haruka Tomatsu, Ayana Taketatsu, Kanae Ito, Rina Hidaka, Ayahi Takagaki, Hiroaki Hirata, Hiroki Yasumoto, Saori Hayami, Koichi Yamadera",Japan,"October 1, 2020",2018,TV-MA,3 Seasons
5195,TV Show,Sword Art Online Alternative: Gun Gale Online,,"Tomori Kusunoki, Yoko Hikasa, Kazuyuki Okitsu, Chinatsu Akasaki",Japan,"February 1, 2019",2018,TV-MA,1 Season
7398,Movie,Sword Master,Derek Yee,"Kenny Lin, Peter Ho, Jiang Mengjie, Jiang Yiyan, Paw Hee Ching","China, Hong Kong","June 10, 2017",2016,TV-MA,108 min
2259,Movie,Sword Masters: Two Champions of Shaolin,Cheh Chang,"Meng Lo, Sheng Chiang, Li Wang, Siu-Ho Chin, Feng Lu, Chien Sun, Hsueh-erh Wen, Tai-Ping Yu",Hong Kong,"August 16, 2018",1980,R,101 min
3334,Movie,Swordfish,Dominic Sena,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard, Vinnie Jones, Drea de Matteo, Rudolf Martin, Zach Grenier, Camryn Grimes",United States,"July 1, 2019",2001,R,99 min
2092,TV Show,SWORDGAI The Animation,,"Yuto Uemura, Yuuka Aisaka, Nobunaga Shimazaki, Yuuichirou Umehara, Toshihiko Seki, Jouji Nakata, Rina Satou, Tomokazu Sugita, Hiro Shimono, Ayane Sakura, Urara Takano, Kohei Murakami, Maaya Uchida, Takaya Kuroda, Michiko Neya, Takaya Hashi",Japan,"July 30, 2018",2018,TV-MA,2 Seasons
4751,Movie,Sylvia,Daniel Oriahi,"Chris Attoh, Zainab Balogun, Ini Dima-Okojie, Udoka Onyeka, Lord Frank, Bolaji Ogunmola, Ijeoma Grace Agu, Omotunde Adebowale David",Nigeria,"July 15, 2020",2018,TV-14,104 min
3665,TV Show,Sym-Bionic Titan,,"Tara Strong, Kevin Thoms, Brian Posehn, John DiMaggio, Tim Russ, Don Leslie, Kari Wahlgren",United States,"December 15, 2019",2010,TV-PG,1 Season
918,Movie,System Crasher,Nora Fingscheidt,"Helena Zengel, Albrecht Schuch, Gabriela Maria Schmeide, Lisa Hagmeister, Melanie Straub, Victoria Trauttmansdorff, Maryam Zaree, Tedros Teclebrhan",Germany,"February 21, 2020",2020,TV-MA,120 min
3553,Movie,Taal,Subhash Ghai,"Anil Kapoor, Aishwarya Rai Bachchan, Akshaye Khanna, Amrish Puri, Alok Nath, Mita Vasisht, Saurabh Shukla, Supriya Karnik",India,"March 1, 2018",1999,TV-PG,177 min
1280,Movie,Taare Zameen Par,Aamir Khan,"Aamir Khan, Darsheel Safary, Tanay Chheda, Tisca Chopra, Vipin Sharma, Girija Oak, M.K. Raina",India,"January 10, 2021",2007,PG,162 min
3577,TV Show,Tabula Rasa,,"Veerle Baetens, Stijn Van Opstal, Jeroen Perceval, Hilde Van Mieghem, Gene Bervoets, Peter Van den Begin, Natali Broods",Belgium,"March 15, 2018",2017,TV-MA,1 Season
2883,TV Show,Taco Chronicles,,,United States,"September 15, 2020",2020,TV-MA,2 Seasons
1427,Movie,Tahaan,Santosh Sivan,"Purav Bhandare, Anupam Kher, Rahul Bose, Victor Banerjee, Ankush Dubey, Rasika Dugal, Rahul Khanna, Sana Shaikh, Dheirya Sonecha, Fatima Sana Shaikh, Sarika",India,"July 15, 2018",2008,TV-14,95 min
1675,TV Show,Taj Mahal 1989,,"Neeraj Kabi, Geetanjali Kulkarni, Danish Husain, Sheeba Chaddha, Paras Priyadarshan, Anshul Chauhan, Anud Singh Dhaka, Shirin Sewani, Mihir Ahuja, Vasundhara Rajput",India,"February 14, 2020",2020,TV-MA,1 Season
5483,Movie,Take Me,Pat Healy,"Taylor Schilling, Pat Healy, Alycia Delmore, Jim O'Heir, Brooke Dillman, Mark Kelly, Toby Huss, Alejandro Patiño",United States,"July 7, 2017",2017,TV-MA,84 min
164,Movie,Take Me Home Tonight,Michael Dowse,"Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer, Chris Pratt, Michael Biehn, Jeanie Hackett, Lucy Punch, Michelle Trachtenberg, Demetri Martin","United States, Germany","may 16, 2019",2011,R,97 min
6758,TV Show,Take My Brother Away,Han Qing,"Sun Qian, Joseph Zeng, Lv Xiao Yu, Hu Yong Tao, Wang Xu Dong, Ma Bai Quan",China,"August 24, 2018",2018,TV-14,1 Season
1539,Movie,Take the 10,Chester Tam,"Josh Peck, Tony Revolori, Kevin Corrigan, Chester Tam, Andy Samberg, Stella Maeve, Jordan Rock, Carlos Alazraqui, Fred Armisen",United States,"January 20, 2017",2017,TV-MA,80 min
277,Movie,"Take the Ball, Pass the Ball",Duncan McMath,"Thierry Henry, Michael Carnick, Javier Mascherano, Fabio Capello, Jordi Cruyff, Andrés Iniesta, Xavi Hernández, Lionel Messi, Victor Valdes, Leo Messi",Spain,"September 1, 2020",2018,TV-MA,109 min
6402,Movie,Take Your Pills,Alison Klayman,,United States,"March 16, 2018",2018,TV-14,88 min
865,TV Show,Taken,,"Clive Standen, Jennifer Beals, Gaius Charles, Brooklyn Sudano, Monique Gabriela Curnen, Michael Irby, James Landry Hébert, Jose Pablo Cantillo, James Landry Hebert","France, United States"," January 12, 2019",2018,TV-14,2 Seasons
6773,Movie,Takers,John Luessenhop,"Matt Dillon, Paul Walker, Chris Brown, Idris Elba, Jay Hernandez, Hayden Christensen, Michael Ealy, T.I., Marianne Jean-Baptiste, Zoe Saldana, Steve Harris, Johnathon Schaech",United States,"November 3, 2019",2010,PG-13,107 min
4435,TV Show,Takki,,"Moayed Althagafi, Khairiah Abulaban, Ali Alsharif, Adel Redwan, Redwan Alremey, Hind Alsaigh, Reem Alhabib, Khaled Bamashmoos, Fahad Ghazoli, Dareen Albayedh, Naif Althufairi, Mohammad Balkhi",Saudi Arabia,"August 15, 2020",2014,TV-14,2 Seasons
7732,Movie,Talaash,Reema Kagti,"Aamir Khan, Rani Mukerji, Kareena Kapoor, Nawazuddin Siddiqui, Shernaz Patel, Sheeba Chaddha",India,"December 15, 2019",2012,TV-14,140 min
5541,Movie,Talentime,Yasmin Ahmad,"Mahesh Jugal Kishor, Pamela Chong Ven Teen, Mohd Syafie Naswip, Jaclyn Victor, Harith Iskander, Mislina Mustaffa, Sukania Venugopal",Malaysia,"December 18, 2020",2009,TV-14,120 min
5750,TV Show,Tales by Light,,"Darren Jew, Art Wolfe, Krystle Wright, Peter Eastway, Richard l’Anson, Jack Thompson, Jonathan Scott, Angela Scott, Eric Cheng, Stephen Dupont",Australia,"January 5, 2019",2018,TV-14,3 Seasons
1717,Movie,Tales From the Hood 2,"Rusty Cundieff, Darin Scott","Keith David, Bryan Batt, Alexandria Deberry, Bill Martin Williams, Martin Bats Bradford, Kendrick Cross, Jasmine Akakpo, Kedrick Brown",United States,"October 10, 2018",2018,R,110 min
